"1 _ A","1 _ B","V4","V5","4 _ L","4 _ U","4 _ Y","4 _ Z","5 _ G","5 _ GG","6 _ AA","6 _ C","6 _ CC","6 _ D","6 _ E","6 _ FF","6 _ I","6 _ J","6 _ K","6 _ M","6 _ Q","6 _ R","6 _ W","6 _ X","7 _ BB","7 _ DD","7 _ FF","7 _ H","7 _ J","7 _ N","7 _ O","7 _ V","7 _ Z","V35","9 _ f","9 _ t","10 _ f","10 _ t","V40","12 _ f","12 _ t","13 _ g","13 _ p","13 _ s","V46","V47","V47.1"
"1","0",-0.194323150169213,-0.621459056931412,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",0.0572518864648665,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",1.49135880914211,-0.195271683820164,"-"
"0","1",1.12737031295184,-0.654603811685843,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0826514563677744,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.233073235480432,-0.195271683820164,"-"
"0","1",0.841361902306595,-0.604384486300341,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.601642838663509,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,-0.195271683820164,"-"
"1","0",2.0762171571816,-0.88862586798228,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.365576247801188,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.410714727845316,0.226409071701949,"-"
"1","0",1.97025860950523,0.466291530918551,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",1.35262995151317,"0","1","0","1",0.123382150669554,"0","1","1","0","0",-0.46299750809677,-0.185674943821936,"-"
"0","1",0.974407597509257,4.10819700787512,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",-0.601642838663509,"0","1","0","1",-0.287891684895625,"1","0","1","0","0",3.33075299007281,-0.177997551823354,"-"
"1","0",-0.453244413288165,-0.537090590283769,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.157356073729268,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",1.03151026390943,-0.195079749020199,"-"
"1","0",-0.512995474007923,-0.821331971965708,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.141462395716707,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",1.26143453652577,-0.195271683820164,"-"
"0","1",0.968034151032483,-0.503945835529338,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.440280865162682,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",2.18113162699112,-0.195271683820164,"-"
"0","1",0.788780968873208,-0.788187217211277,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.290554303634516,-0.195079749020199,"-"
"0","1",0.0645981129497395,-0.453726510143837,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",1.57674380359765,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",1.96845167482101,-0.195271683820164,"-"
"1","0",0.231104402155466,-0.637529241054772,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",0.801585991293091,-0.195271683820164,"-"
"1","0",-0.485908326481632,-0.704823137071344,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.577959644404939,-0.195271683820164,"-"
"0","1",0.337062949831837,-0.320143104618403,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",0.456174543175243,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",2.87090444484013,-0.195271683820164,"-"
"0","1",0.257394868872159,-0.604384486300341,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",-0.58969009988567,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.100866778726037,-0.195271683820164,"-"
"0","1",3.92212659301733,0.148905394482182,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-0.503032743746337,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.130013851832217,"-"
"0","1",-0.924082771759858,-0.654603811685843,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.46299750809677,-0.191432987820873,"-"
"0","1",0.934573557029418,-0.353287859372834,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.365576247801188,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.156884723827254,"-"
"0","1",-0.904165751519939,1.05285325142121,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.414881295259774,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.233073235480432,-0.195271683820164,"-"
"0","1",0.423104477268288,-0.194594791154649,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.316271200342602,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.111813173444076,-0.195271683820164,"-"
"0","1",-0.0748210287296962,-0.747007370395165,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.514985482524176,"0","1","0","1",1.56284057514768,"0","1","1","0","0",-0.279058090003699,-0.189897509421156,"-"
"0","1",1.05407567846893,1.25373055296321,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"0","1","1","0",-0.493528602678215,"1","0","0","0","1",-1.03780818963762,-0.195271683820164,"-"
"0","1",-0.5926635549676,-0.863516205289529,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",0.120003765048521,"0","1","0","1",0.740292904017322,"0","1","1","0","0",0.157798027967343,-0.128670308232466,"-"
"0","1",-0.56557640744131,-0.654603811685843,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.10411008703596,"0","1","0","1",0.740292904017322,"1","0","1","0","0",0.111813173444076,-0.132509004231756,"+"
"0","1",0.171353341435708,-0.755042462456846,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",-0.440280865162682,"0","1","0","1",0.945929821799912,"0","1","1","0","0",0.91654812760126,0.586094886835512,"+"
"0","1",1.37912144878442,1.45460785450522,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",4.11670079388844,"0","1","1","0",-0.493528602678215,"1","0","0","0","1",-0.405516439942685,-0.195271683820164,"+"
"0","1",3.64328830965845,3.52163528737246,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",3.14554076818902,"0","1","0","1",-0.287891684895625,"0","1","1","0","0",-1.03780818963762,-0.174350790624028,"+"
"0","1",1.61812569166345,1.05285325142121,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.664394717247163,"0","1","0","1",1.76847749293027,"1","0","1","0","0",-1.03780818963762,0.044454881335557,"+"
"0","1",0.297228909351998,2.05723975913124,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",0.941754556024953,"0","1","0","1",1.35720365736509,"0","1","1","0","0",-1.03780818963762,-0.169552420624914,"+"
"0","1",0.602357659427563,-0.285993963356262,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",0.530879160536737,"0","1","0","1",2.38538824627804,"1","0","1","0","0",1.16371672066382,0.062688687332189,"+"
"1","0",-0.685078528880826,1.30394987834872,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.440280865162682,"0","1","0","1",0.329019068452143,"1","0","1","0","0",-1.03780818963762,-0.133660613031544,"+"
"0","1",0.868449049832886,-0.871551297351209,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.601642838663509,"0","1","0","1",0.740292904017322,"1","0","1","0","0",0.226775309752245,-0.0133174934537721,"+"
"0","1",-0.114655069209535,-0.0519719070598245,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",1.57674380359765,"0","1","0","1",-0.0822547671130358,"0","1","1","0","0",0.859067059447175,-0.195271683820164,"+"
"1","0",0.0916852604760301,-0.662638903747523,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.34017667789828,"0","1","0","1",2.79666208184322,"1","0","1","0","0",-0.348035371788601,0.203760765306132,"+"
"0","1",1.62529581894982,-0.947884671937171,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.652441978469324,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,0.380532716073481,"+"
"1","0",-0.652414615687358,-0.495910743467658,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",0.0198995777841196,"0","1","0","1",0.945929821799912,"0","1","1","0","0",-0.233073235480432,0.262300879295319,"+"
"1","0",-0.479534880004858,1.52089736401408,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.381469925813749,"0","1","0","1",0.740292904017322,"1","0","1","0","0",1.26143453652577,-0.107365545436401,"+"
"0","1",-0.340115738325422,-0.729932799764095,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.290871630439694,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,0.821598886392013,"+"
"0","1",-0.61258057520752,-0.654603811685843,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.241566582981109,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",1.38789288646475,-0.156884723827254,"+"
"0","1",-0.525742366961471,1.52190175052179,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",-0.190767443175293,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.348035371788601,-0.195271683820164,"+"
"0","1",0.888366070072805,0.0565018357728587,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",3.14554076818902,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.508982362620037,-0.195271683820164,"+"
"1","0",-0.811750777606713,-0.353287859372834,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"+"
"0","1",-0.632497595447439,1.35416920373422,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0",-0.0294054696744663,"0","1","0","1",1.76847749293027,"0","1","1","0","0",0.629142786830837,-0.140762200630232,"+"
"1","0",-0.465991306241713,-0.378397522065584,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.402928556481935,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",1.03151026390943,-0.195271683820164,"+"
"0","1",0.960864023746112,-0.880590775920599,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.552337791204923,"0","1","0","1",1.1515667395825,"0","1","1","0","0",0.686623854984922,-0.164178246225907,"+"
"1","0",0.376896990311676,-0.772117033087916,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.440280865162682,"0","1","0","1",0.329019068452143,"1","0","1","0","0",-1.03780818963762,0.108561104523716,"+"
"0","1",2.26901391310402,-0.403507184758335,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.141462395716707,"0","1","0","1",0.534655986234733,"0","1","1","0","0",-0.692921780713108,-0.18413946542222,"+"
"0","1",-0.798207203843568,-0.353287859372834,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.34017667789828,"0","1","0","1",1.1515667395825,"0","1","1","0","0",-0.118111099172262,-0.195079749020199,"+"
"0","1",-0.724912569360665,-0.847446021166168,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",-0.652441978469324,"0","1","0","1",-0.287891684895625,"0","1","1","0","0",3.79060153530549,-0.183947530622255,"+"
"1","0",2.72073193214539,1.85636245758923,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"0","1","0","1",1.76847749293027,"0","1","1","0","0",-1.03780818963762,0.0734370361302037,"+"
"1","0",-0.851584818086552,1.05285325142121,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.365576247801188,"0","1","0","1",0.329019068452143,"1","0","1","0","0",-0.750402848867193,0.0859127981278994,"+"
"0","1",0.0980587069528042,-0.922775009244421,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.306765308452256,"0","1","0","1",-0.287891684895625,"0","1","1","0","0",1.44537395461884,1.34020671589622,"+"
"0","1",-0.067650901443325,-0.855481113227849,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.141462395716707,"0","1","0","1",1.76847749293027,"1","0","1","0","0",-0.853868771544545,-0.0916268918393077,"+"
"0","1",-0.465991306241713,0.249344045253185,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"0","1","0","1",0.123382150669554,"1","0","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",0.649361827193773,-0.629494148993092,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"0","1","0","1",1.56284057514768,"1","0","1","0","0",0.0313396780283574,0.706821876013213,"+"
"0","1",0.642191699907402,0.249344045253185,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.278918891661855,"0","1","0","1",0.534655986234733,"0","1","1","0","0",-0.417012653573502,0.0152807917409456,"+"
"0","1",0.0518512199961913,-0.789191603718987,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",-0.265472060536787,"0","1","0","1",1.1515667395825,"0","1","1","0","0",0.703868175431147,0.4361938080632,"+"
"0","1",0.795154415349983,-0.947884671937171,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","0","1",-0.287891684895625,"1","0","0","0","1",2.18113162699112,-0.195271683820164,"+"
"0","1",1.39266502254756,-0.102191232445326,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.255515843829287,-0.195271683820164,"+"
"0","1",0.131519300955869,0.851975949879203,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0",0.904402247344206,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-0.152599740064713,-0.195271683820164,"+"
"1","0",-0.234157190649051,2.05723975913124,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",-0.664394717247163,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,2.34057089331145,"+"
"0","1",3.37799360006273,2.60965233837176,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",2.63389372389934,3.06162626684127,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",4.5649284980574,"0","1","0","1",1.35720365736509,"0","1","1","0","0",-1.03780818963762,-0.00333688385561554,"+"
"0","1",1.63804271190337,2.05723975913124,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",1.87556227304362,"0","1","0","1",1.35720365736509,"1","0","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",-0.346489184802196,-0.604384486300341,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"0","1","0","1",0.534655986234733,"0","1","1","0","0",-0.118111099172262,0.913535655575031,"+"
"0","1",-0.453244413288165,-0.839410929104488,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.57773736110783,"0","1","0","1",0.945929821799912,"0","1","1","0","0",-0.485989935358404,0.788202231198181,"+"
"0","1",-0.067650901443325,0.349782696024188,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.269412999771509,"0","1","0","1",1.1515667395825,"1","0","1","0","0",0.859067059447175,0.0350500761372941,"+"
"0","1",-0.320198718085503,-0.805261787842347,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.605583777898231,"0","1","0","1",0.123382150669554,"0","1","1","0","0",0.755601136769823,-0.166481463825482,"+"
"0","1",-0.625327468161068,-0.955919763998852,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","0","1","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",0.251021422395385,0.09868606909668,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.629142786830837,-0.194120075020376,"+"
"0","1",0.609527786713934,-0.91373553067503,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"0","1","1","0",-0.493528602678215,"0","1","1","0","0",0.571661718676752,-0.195271683820164,"+"
"0","1",-0.4197838192851,-0.805261787842347,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.58969009988567,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",0.968281088939936,-0.190857183420979,"+"
"1","0",1.19986826662514,-0.353287859372834,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0452991476870275,"0","1","0","1",1.1515667395825,"0","1","1","0","0",1.23844210926413,0.602985149232392,"+"
"1","0",-0.758373163363729,0.249344045253185,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0826514563677744,"0","1","0","1",0.123382150669554,"1","0","1","0","0",-0.577959644404939,-0.0190755374527085,"+"
"0","0",-0.871501838326472,-0.930810101306101,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"1","0","0","1",-0.287891684895625,"1","0","1","0","0",0.341737446060414,-0.0478657574473907,"+"
"0","1",-0.838041244323407,-0.470801080774907,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"0","1","0","1",1.76847749293027,"0","1","1","0","0",0.111813173444076,0.380532716073481,"+"
"1","0",-0.121028515686309,-0.863516205289529,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.503032743746337,"0","1","0","1",0.329019068452143,"1","0","1","0","0",1.1464724002176,-0.0993042838378897,"+"
"0","0",0.89473951654958,-0.604384486300341,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.175592167326347,-0.195079749020199,"-"
"0","1",-0.0947380489696156,-0.704823137071344,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.249767737013879,-0.195271683820164,"-"
"0","1",-0.871501838326472,-0.90570043861335,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.195271683820164,"-"
"0","1",-0.605410447921148,-0.838406542596778,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.638995147344255,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.00314896286409331,-0.195271683820164,"-"
"1","0",-0.114655069209535,-0.604384486300341,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.290871630439694,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.571661718676752,-0.195271683820164,"-"
"0","1",-1.18300403487881,-0.947884671937171,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.195271683820164,"+"
"0","1",0.104432153429578,-0.252849208601831,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.514985482524176,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.295752591537146,-0.195271683820164,"-"
"0","1",-2.4712369039968,-0.947884671937171,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.605583777898231,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.60632094545027,-0.195271683820164,"-"
"0","1",1.33928740830458,-0.119265803076397,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.95120735437478,-0.195271683820164,"-"
"0","1",-0.877875284803246,-0.704823137071344,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.233073235480432,-0.194503944620306,"-"
"0","1",-0.27399123112889,-0.303068533987332,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",0.85509719988562,"1","0","0","1",-0.0822547671130358,"0","1","1","0","0",1.08324322524811,-0.195079749020199,"-"
"0","1",-0.718539122883891,-0.797226695780667,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.57773736110783,"1","0","0","1",-0.287891684895625,"1","0","1","0","0",1.37639667283394,-0.140954135430197,"-"
"0","1",-0.93125289904623,1.23665598233214,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.489585912621268,"1","0","0","1",-0.0822547671130358,"0","1","1","0","0",0.111813173444076,-0.193928140220412,"-"
"1","0",0.582440639187643,-0.069046477690895,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,-0.195271683820164,"-"
"0","1",-0.127401962163083,-0.704823137071344,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.58969009988567,"1","0","0","1",-0.0822547671130358,"0","1","1","0","0",1.26143453652577,-0.174542725423993,"-"
"0","1",-0.665161508640907,-0.805261787842347,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.190767443175293,"1","0","0","1",-0.287891684895625,"0","1","1","0","0",1.26143453652577,-0.193544270620483,"-"
"0","1",0.0980587069528042,1.85636245758923,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","0","1",-0.0822547671130358,"1","0","1","0","0",-0.118111099172262,-0.195079749020199,"-"
"0","1",-0.114655069209535,-0.001752581674323,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"1","0","0","1",-0.287891684895625,"0","1","1","0","0",1.60632094545027,-0.182220117422574,"-"
"0","1",-1.00375085271954,1.13621733156114,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"0","1","1","0",-0.493528602678215,"1","0","1","0","0",-0.348035371788601,-0.123296133833458,"-"
"0","1",-0.704995549120745,-0.503945835529338,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,-0.193352335820518,"-"
